"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"1961","Latvia","Crude divorce rate","2.4",""
"1962","Latvia","Crude divorce rate","2.5",""
"1963","Latvia","Crude divorce rate","2.3",""
"1964","Latvia","Crude divorce rate","2.3",""
"1965","Latvia","Crude divorce rate","2.8",""
"1966","Latvia","Crude divorce rate","4.8",""
"1967","Latvia","Crude divorce rate","4.2",""
"1968","Latvia","Crude divorce rate","4.3",""
"1969","Latvia","Crude divorce rate","4.4",""
"1970","Latvia","Crude divorce rate","4.6",""
"1971","Latvia","Crude divorce rate","4.6",""
"1972","Latvia","Crude divorce rate","4.5",""
"1973","Latvia","Crude divorce rate","4.8",""
"1974","Latvia","Crude divorce rate","4.9",""
"1975","Latvia","Crude divorce rate","4.8",""
"1976","Latvia","Crude divorce rate","5.0",""
"1977","Latvia","Crude divorce rate","5.1",""
"1978","Latvia","Crude divorce rate","5.1",""
"1979","Latvia","Crude divorce rate","5.5",""
"1980","Latvia","Crude divorce rate","5.0",""
"1981","Latvia","Crude divorce rate","4.9",""
"1982","Latvia","Crude divorce rate","4.8",""
"1983","Latvia","Crude divorce rate","4.9",""
"1984","Latvia","Crude divorce rate","4.7",""
"1985","Latvia","Crude divorce rate","4.5",""
"1986","Latvia","Crude divorce rate","4.3",""
"1987","Latvia","Crude divorce rate","4.1",""
"1988","Latvia","Crude divorce rate","4.1",""
"1989","Latvia","Crude divorce rate","4.2",""
"1990","Latvia","Crude divorce rate","4.0",""
"1991","Latvia","Crude divorce rate","4.2",""
"1992","Latvia","Crude divorce rate","5.6",""
"1993","Latvia","Crude divorce rate","4.0",""
"1994","Latvia","Crude divorce rate","3.3",""
"1995","Latvia","Crude divorce rate","3.1",""
"1996","Latvia","Crude divorce rate","2.5",""
"1997","Latvia","Crude divorce rate","2.5",""
"1998","Latvia","Crude divorce rate","2.6",""
"1999","Latvia","Crude divorce rate","2.5",""
"2000","Latvia","Crude divorce rate","2.6",""
"2001","Latvia","Crude divorce rate","2.5",""
"2002","Latvia","Crude divorce rate","2.6",""
"2003","Latvia","Crude divorce rate","2.1",""
"2004","Latvia","Crude divorce rate","2.3",""
"2005","Latvia","Crude divorce rate","2.8",""
"2006","Latvia","Crude divorce rate","3.3",""
"2007","Latvia","Crude divorce rate","3.4",""
"2008","Latvia","Crude divorce rate","2.9",""
"2009","Latvia","Crude divorce rate","2.4",""
"2010","Latvia","Crude divorce rate","2.4",""
"2011","Latvia","Crude divorce rate","4.0",""
"2012","Latvia","Crude divorce rate","3.6",""
"1960","Lithuania","Crude divorce rate","0.9",""
"1961","Lithuania","Crude divorce rate","0.9",""
"1962","Lithuania","Crude divorce rate","0.9",""
"1963","Lithuania","Crude divorce rate","0.8",""
"1964","Lithuania","Crude divorce rate","0.9",""
"1965","Lithuania","Crude divorce rate","0.9",""
"1966","Lithuania","Crude divorce rate","1.8",""
"1967","Lithuania","Crude divorce rate","1.8",""
"1968","Lithuania","Crude divorce rate","2.0",""
"1969","Lithuania","Crude divorce rate","2.1",""
"1970","Lithuania","Crude divorce rate","2.2",""
"1971","Lithuania","Crude divorce rate","2.2",""
"1972","Lithuania","Crude divorce rate","2.3",""
"1973","Lithuania","Crude divorce rate","2.5",""
"1974","Lithuania","Crude divorce rate","2.5",""
"1975","Lithuania","Crude divorce rate","2.7",""
"1976","Lithuania","Crude divorce rate","2.9",""
"1977","Lithuania","Crude divorce rate","3.1",""
"1978","Lithuania","Crude divorce rate","3.0",""
"1979","Lithuania","Crude divorce rate","3.2",""
"1980","Lithuania","Crude divorce rate","3.2",""
"1981","Lithuania","Crude divorce rate","3.2",""
"1982","Lithuania","Crude divorce rate","3.1",""
"1983","Lithuania","Crude divorce rate","3.2",""
"1984","Lithuania","Crude divorce rate","3.2",""
"1985","Lithuania","Crude divorce rate","3.2",""
"1986","Lithuania","Crude divorce rate","3.3",""
"1987","Lithuania","Crude divorce rate","3.2",""
"1988","Lithuania","Crude divorce rate","3.2",""
"1989","Lithuania","Crude divorce rate","3.3",""
"1990","Lithuania","Crude divorce rate","3.4",""
"1991","Lithuania","Crude divorce rate","4.1",""
"1992","Lithuania","Crude divorce rate","3.8",""
"1993","Lithuania","Crude divorce rate","3.8",""
"1994","Lithuania","Crude divorce rate","3.0",""
"1995","Lithuania","Crude divorce rate","2.8",""
"1996","Lithuania","Crude divorce rate","3.1",""
"1997","Lithuania","Crude divorce rate","3.2",""
"1998","Lithuania","Crude divorce rate","3.3",""
"1999","Lithuania","Crude divorce rate","3.2",""
"2000","Lithuania","Crude divorce rate","3.1",""
"2001","Lithuania","Crude divorce rate","3.2",""
"2002","Lithuania","Crude divorce rate","3.1",""
"2003","Lithuania","Crude divorce rate","3.1",""
"2004","Lithuania","Crude divorce rate","3.3",""
"2005","Lithuania","Crude divorce rate","3.3",""
"2006","Lithuania","Crude divorce rate","3.4",""
"2007","Lithuania","Crude divorce rate","3.5",""
"2008","Lithuania","Crude divorce rate","3.2",""
"2009","Lithuania","Crude divorce rate","2.9",""
"2010","Lithuania","Crude divorce rate","3.2",""
"2011","Lithuania","Crude divorce rate","3.4",""
"2012","Lithuania","Crude divorce rate","3.5",""
"1960","Luxembourg","Crude divorce rate","0.5",""
"1961","Luxembourg","Crude divorce rate","0.4",""
"1962","Luxembourg","Crude divorce rate","0.4",""
"1963","Luxembourg","Crude divorce rate","0.4",""
"1964","Luxembourg","Crude divorce rate","0.4",""
"1965","Luxembourg","Crude divorce rate","0.4",""
"1966","Luxembourg","Crude divorce rate","0.6",""
"1967","Luxembourg","Crude divorce rate","0.6",""
"1968","Luxembourg","Crude divorce rate","0.6",""
"1969","Luxembourg","Crude divorce rate","0.6",""
"1970","Luxembourg","Crude divorce rate","0.6",""
"1971","Luxembourg","Crude divorce rate","0.7",""
"1972","Luxembourg","Crude divorce rate","0.8",""
"1973","Luxembourg","Crude divorce rate","0.8",""
"1974","Luxembourg","Crude divorce rate","0.8",""
"1975","Luxembourg","Crude divorce rate","0.6",""
"1976","Luxembourg","Crude divorce rate","1.0",""
"1977","Luxembourg","Crude divorce rate","1.1",""
"1978","Luxembourg","Crude divorce rate","1.5",""
"1979","Luxembourg","Crude divorce rate","1.2",""
"1980","Luxembourg","Crude divorce rate","1.6",""
"1981","Luxembourg","Crude divorce rate","1.4",""
"1982","Luxembourg","Crude divorce rate","1.7",""
"1983","Luxembourg","Crude divorce rate","1.6",""
"1984","Luxembourg","Crude divorce rate","1.7",""
"1985","Luxembourg","Crude divorce rate","1.8",""
"1986","Luxembourg","Crude divorce rate","1.8",""
"1987","Luxembourg","Crude divorce rate","2.0",""
"1988","Luxembourg","Crude divorce rate","2.1",""
"1989","Luxembourg","Crude divorce rate","2.3",""
"1990","Luxembourg","Crude divorce rate","2.0",""
"1991","Luxembourg","Crude divorce rate","2.0",""
"1992","Luxembourg","Crude divorce rate","1.8",""
"1993","Luxembourg","Crude divorce rate","1.9",""
"1994","Luxembourg","Crude divorce rate","1.7",""
"1995","Luxembourg","Crude divorce rate","1.8",""
"1996","Luxembourg","Crude divorce rate","2.0",""
"1997","Luxembourg","Crude divorce rate","2.4",""
"1998","Luxembourg","Crude divorce rate","2.4",""
"1999","Luxembourg","Crude divorce rate","2.4",""
"2000","Luxembourg","Crude divorce rate","2.4",""
"2001","Luxembourg","Crude divorce rate","2.3",""
"2002","Luxembourg","Crude divorce rate","2.4",""
"2003","Luxembourg","Crude divorce rate","2.3",""
"2004","Luxembourg","Crude divorce rate","2.3",""
"2005","Luxembourg","Crude divorce rate","2.2",""
"2006","Luxembourg","Crude divorce rate","2.5",""
"2007","Luxembourg","Crude divorce rate","2.3",""
"2008","Luxembourg","Crude divorce rate","2.0",""
"2009","Luxembourg","Crude divorce rate","2.1",""
"2010","Luxembourg","Crude divorce rate","2.1",""
"2011","Luxembourg","Crude divorce rate",":",""
"2012","Luxembourg","Crude divorce rate",":",""
"1960","Hungary","Crude divorce rate","1.7",""
"1961","Hungary","Crude divorce rate","1.7",""
"1962","Hungary","Crude divorce rate","1.7",""
"1963","Hungary","Crude divorce rate","1.8",""
"1964","Hungary","Crude divorce rate","1.9",""
"1965","Hungary","Crude divorce rate","2.0",""
"1966","Hungary","Crude divorce rate","2.0",""
"1967","Hungary","Crude divorce rate","2.1",""
"1968","Hungary","Crude divorce rate","2.1",""
"1969","Hungary","Crude divorce rate","2.1",""
"1970","Hungary","Crude divorce rate","2.2",""
"1971","Hungary","Crude divorce rate","2.3",""
"1972","Hungary","Crude divorce rate","2.3",""
"1973","Hungary","Crude divorce rate","2.4",""
"1974","Hungary","Crude divorce rate","2.3",""
"1975","Hungary","Crude divorce rate","2.5",""
"1976","Hungary","Crude divorce rate","2.6",""
"1977","Hungary","Crude divorce rate","2.6",""
"1978","Hungary","Crude divorce rate","2.7",""
"1979","Hungary","Crude divorce rate","2.6",""
"1980","Hungary","Crude divorce rate","2.6",""
"1981","Hungary","Crude divorce rate","2.6",""
"1982","Hungary","Crude divorce rate","2.7",""
"1983","Hungary","Crude divorce rate","2.7",""
"1984","Hungary","Crude divorce rate","2.7",""
"1985","Hungary","Crude divorce rate","2.8",""
"1986","Hungary","Crude divorce rate","2.8",""
"1987","Hungary","Crude divorce rate","2.8",""
"1988","Hungary","Crude divorce rate","2.3",""
"1989","Hungary","Crude divorce rate","2.4",""
"1990","Hungary","Crude divorce rate","2.4",""
"1991","Hungary","Crude divorce rate","2.4",""
"1992","Hungary","Crude divorce rate","2.1",""
"1993","Hungary","Crude divorce rate","2.2",""
"1994","Hungary","Crude divorce rate","2.3",""
"1995","Hungary","Crude divorce rate","2.4",""
"1996","Hungary","Crude divorce rate","2.2",""
"1997","Hungary","Crude divorce rate","2.4",""
"1998","Hungary","Crude divorce rate","2.5",""
"1999","Hungary","Crude divorce rate","2.5",""
"2000","Hungary","Crude divorce rate","2.3",""
"2001","Hungary","Crude divorce rate","2.4",""
"2002","Hungary","Crude divorce rate","2.5",""
"2003","Hungary","Crude divorce rate","2.5",""
"2004","Hungary","Crude divorce rate","2.4",""
"2005","Hungary","Crude divorce rate","2.5",""
"2006","Hungary","Crude divorce rate","2.5",""
"2007","Hungary","Crude divorce rate","2.5",""
"2008","Hungary","Crude divorce rate","2.5",""
"2009","Hungary","Crude divorce rate","2.4",""
"2010","Hungary","Crude divorce rate","2.4",""
"2011","Hungary","Crude divorce rate","2.3",""
"2012","Hungary","Crude divorce rate","2.2","b"
"1960","Malta","Crude divorce rate",":",""
"1961","Malta","Crude divorce rate",":",""
"1962","Malta","Crude divorce rate",":",""
"1963","Malta","Crude divorce rate",":",""
"1964","Malta","Crude divorce rate",":",""
"1965","Malta","Crude divorce rate",":",""
"1966","Malta","Crude divorce rate",":",""
"1967","Malta","Crude divorce rate",":",""
"1968","Malta","Crude divorce rate",":",""
"1969","Malta","Crude divorce rate",":",""
"1970","Malta","Crude divorce rate",":",""
"1971","Malta","Crude divorce rate",":",""
"1972","Malta","Crude divorce rate",":",""
"1973","Malta","Crude divorce rate",":",""
"1974","Malta","Crude divorce rate",":",""
"1975","Malta","Crude divorce rate",":",""
"1976","Malta","Crude divorce rate",":",""
"1977","Malta","Crude divorce rate",":",""
"1978","Malta","Crude divorce rate",":",""
"1979","Malta","Crude divorce rate",":",""
"1980","Malta","Crude divorce rate",":",""
"1981","Malta","Crude divorce rate",":",""
"1982","Malta","Crude divorce rate",":",""
"1983","Malta","Crude divorce rate",":",""
"1984","Malta","Crude divorce rate",":",""
"1985","Malta","Crude divorce rate",":",""
"1986","Malta","Crude divorce rate",":",""
"1987","Malta","Crude divorce rate",":",""
"1988","Malta","Crude divorce rate",":",""
"1989","Malta","Crude divorce rate",":",""
"1990","Malta","Crude divorce rate",":",""
"1991","Malta","Crude divorce rate",":",""
"1992","Malta","Crude divorce rate",":",""
"1993","Malta","Crude divorce rate",":",""
"1994","Malta","Crude divorce rate",":",""
"1995","Malta","Crude divorce rate",":",""
"1996","Malta","Crude divorce rate",":",""
"1997","Malta","Crude divorce rate",":",""
"1998","Malta","Crude divorce rate",":",""
"1999","Malta","Crude divorce rate",":",""
"2000","Malta","Crude divorce rate",":",""
"2001","Malta","Crude divorce rate",":",""
"2002","Malta","Crude divorce rate",":",""
"2003","Malta","Crude divorce rate",":",""
"2004","Malta","Crude divorce rate",":",""
"2005","Malta","Crude divorce rate",":",""
"2006","Malta","Crude divorce rate",":",""
"2007","Malta","Crude divorce rate",":",""
"2008","Malta","Crude divorce rate",":",""
"2009","Malta","Crude divorce rate",":",""
"2010","Malta","Crude divorce rate",":",""
"2011","Malta","Crude divorce rate","0.1",""
"2012","Malta","Crude divorce rate","1.1",""
"1960","Netherlands","Crude divorce rate","0.5",""
"1961","Netherlands","Crude divorce rate","0.5",""
"1962","Netherlands","Crude divorce rate","0.5",""
"1963","Netherlands","Crude divorce rate","0.5",""
"1964","Netherlands","Crude divorce rate","0.5",""
"1965","Netherlands","Crude divorce rate","0.5",""
"1966","Netherlands","Crude divorce rate","0.5",""
"1967","Netherlands","Crude divorce rate","0.6",""
"1968","Netherlands","Crude divorce rate","0.6",""
"1969","Netherlands","Crude divorce rate","0.7",""
"1970","Netherlands","Crude divorce rate","0.8",""
"1971","Netherlands","Crude divorce rate","0.9",""
"1972","Netherlands","Crude divorce rate","1.1",""
"1973","Netherlands","Crude divorce rate","1.3",""
"1974","Netherlands","Crude divorce rate","1.4",""
"1975","Netherlands","Crude divorce rate","1.5",""
"1976","Netherlands","Crude divorce rate","1.5",""
"1977","Netherlands","Crude divorce rate","1.6",""
"1978","Netherlands","Crude divorce rate","1.6",""
"1979","Netherlands","Crude divorce rate","1.7",""
"1980","Netherlands","Crude divorce rate","1.8",""
"1981","Netherlands","Crude divorce rate","2.0",""
"1982","Netherlands","Crude divorce rate","2.2",""
"1983","Netherlands","Crude divorce rate","2.3",""
"1984","Netherlands","Crude divorce rate","2.4",""
"1985","Netherlands","Crude divorce rate","2.3",""
"1986","Netherlands","Crude divorce rate","2.0",""
"1987","Netherlands","Crude divorce rate","1.9",""
"1988","Netherlands","Crude divorce rate","1.9",""
"1989","Netherlands","Crude divorce rate","1.9",""
"1990","Netherlands","Crude divorce rate","1.9",""
"1991","Netherlands","Crude divorce rate","1.9",""
"1992","Netherlands","Crude divorce rate","2.0",""
"1993","Netherlands","Crude divorce rate","2.0",""
"1994","Netherlands","Crude divorce rate","2.4",""
"1995","Netherlands","Crude divorce rate","2.2",""
"1996","Netherlands","Crude divorce rate","2.2",""
"1997","Netherlands","Crude divorce rate","2.2",""
"1998","Netherlands","Crude divorce rate","2.1",""
"1999","Netherlands","Crude divorce rate","2.1",""
"2000","Netherlands","Crude divorce rate","2.2",""
"2001","Netherlands","Crude divorce rate","2.3",""
"2002","Netherlands","Crude divorce rate","2.1",""
"2003","Netherlands","Crude divorce rate","1.9",""
"2004","Netherlands","Crude divorce rate","1.9",""
"2005","Netherlands","Crude divorce rate","2.0",""
"2006","Netherlands","Crude divorce rate","1.9",""
"2007","Netherlands","Crude divorce rate","2.0",""
"2008","Netherlands","Crude divorce rate","2.0",""
"2009","Netherlands","Crude divorce rate","1.9",""
"2010","Netherlands","Crude divorce rate","2.0",""
"2011","Netherlands","Crude divorce rate","2.0",""
"2012","Netherlands","Crude divorce rate","2.1",""
"1960","Austria","Crude divorce rate","1.1",""
"1961","Austria","Crude divorce rate","1.1",""
"1962","Austria","Crude divorce rate","1.1",""
"1963","Austria","Crude divorce rate","1.1",""
"1964","Austria","Crude divorce rate","1.2",""
"1965","Austria","Crude divorce rate","1.2",""
"1966","Austria","Crude divorce rate","1.2",""
"1967","Austria","Crude divorce rate","1.2",""
"1968","Austria","Crude divorce rate","1.3",""
"1969","Austria","Crude divorce rate","1.3",""
"1970","Austria","Crude divorce rate","1.4",""
"1971","Austria","Crude divorce rate","1.3",""
"1972","Austria","Crude divorce rate","1.3",""
"1973","Austria","Crude divorce rate","1.3",""
"1974","Austria","Crude divorce rate","1.4",""
"1975","Austria","Crude divorce rate","1.4",""
"1976","Austria","Crude divorce rate","1.5",""
"1977","Austria","Crude divorce rate","1.5",""
"1978","Austria","Crude divorce rate","1.6",""
"1979","Austria","Crude divorce rate","1.7",""
"1980","Austria","Crude divorce rate","1.8",""
"1981","Austria","Crude divorce rate","1.8",""
"1982","Austria","Crude divorce rate","1.9",""
"1983","Austria","Crude divorce rate","1.9",""
"1984","Austria","Crude divorce rate","2.0",""
"1985","Austria","Crude divorce rate","2.0",""
"1986","Austria","Crude divorce rate","1.9",""
"1987","Austria","Crude divorce rate","1.9",""
"1988","Austria","Crude divorce rate","2.0",""
"1989","Austria","Crude divorce rate","2.0",""
"1990","Austria","Crude divorce rate","2.1",""
"1991","Austria","Crude divorce rate","2.1",""
"1992","Austria","Crude divorce rate","2.1",""
"1993","Austria","Crude divorce rate","2.1",""
"1994","Austria","Crude divorce rate","2.1",""
"1995","Austria","Crude divorce rate","2.3",""
"1996","Austria","Crude divorce rate","2.3",""
"1997","Austria","Crude divorce rate","2.3",""
"1998","Austria","Crude divorce rate","2.2",""
"1999","Austria","Crude divorce rate","2.3",""
"2000","Austria","Crude divorce rate","2.4",""
"2001","Austria","Crude divorce rate","2.6",""
"2002","Austria","Crude divorce rate","2.5",""
"2003","Austria","Crude divorce rate","2.3",""
"2004","Austria","Crude divorce rate","2.4",""
"2005","Austria","Crude divorce rate","2.4",""
"2006","Austria","Crude divorce rate","2.5",""
"2007","Austria","Crude divorce rate","2.5",""
"2008","Austria","Crude divorce rate","2.4",""
"2009","Austria","Crude divorce rate","2.3",""
"2010","Austria","Crude divorce rate","2.1",""
"2011","Austria","Crude divorce rate","2.1",""
"2012","Austria","Crude divorce rate","2.0",""
"1960","Poland","Crude divorce rate","0.5",""
"1961","Poland","Crude divorce rate","0.6",""
"1962","Poland","Crude divorce rate","0.6",""
"1963","Poland","Crude divorce rate","0.6",""
"1964","Poland","Crude divorce rate","0.7",""
"1965","Poland","Crude divorce rate","0.7",""
"1966","Poland","Crude divorce rate","0.8",""
"1967","Poland","Crude divorce rate","0.8",""
"1968","Poland","Crude divorce rate","0.9",""
"1969","Poland","Crude divorce rate","1.0",""
"1970","Poland","Crude divorce rate","1.1",""
"1971","Poland","Crude divorce rate","1.1",""
"1972","Poland","Crude divorce rate","1.1",""
"1973","Poland","Crude divorce rate","1.2",""
"1974","Poland","Crude divorce rate","1.2",""
"1975","Poland","Crude divorce rate","1.2",""
"1976","Poland","Crude divorce rate","1.1",""
"1977","Poland","Crude divorce rate","1.2",""
"1978","Poland","Crude divorce rate","1.0",""
"1979","Poland","Crude divorce rate","1.1",""
"1980","Poland","Crude divorce rate","1.1",""
"1981","Poland","Crude divorce rate","1.1",""
"1982","Poland","Crude divorce rate","1.3",""
"1983","Poland","Crude divorce rate","1.3",""
"1984","Poland","Crude divorce rate","1.4",""
"1985","Poland","Crude divorce rate","1.3",""
"1986","Poland","Crude divorce rate","1.4",""
"1987","Poland","Crude divorce rate","1.3",""
"1988","Poland","Crude divorce rate","1.3",""
"1989","Poland","Crude divorce rate","1.2",""
"1990","Poland","Crude divorce rate","1.1",""
"1991","Poland","Crude divorce rate","0.9",""
"1992","Poland","Crude divorce rate","0.8",""
"1993","Poland","Crude divorce rate","0.7",""
"1994","Poland","Crude divorce rate","0.8",""
"1995","Poland","Crude divorce rate","1.0",""
"1996","Poland","Crude divorce rate","1.0",""
"1997","Poland","Crude divorce rate","1.1",""
"1998","Poland","Crude divorce rate","1.2",""
"1999","Poland","Crude divorce rate","1.1",""
"2000","Poland","Crude divorce rate","1.1",""
"2001","Poland","Crude divorce rate","1.2",""
"2002","Poland","Crude divorce rate","1.2",""
"2003","Poland","Crude divorce rate","1.3",""
"2004","Poland","Crude divorce rate","1.5",""
"2005","Poland","Crude divorce rate","1.8",""
"2006","Poland","Crude divorce rate","1.9",""
"2007","Poland","Crude divorce rate","1.7",""
"2008","Poland","Crude divorce rate","1.7",""
"2009","Poland","Crude divorce rate","1.7",""
"2010","Poland","Crude divorce rate","1.6",""
"2011","Poland","Crude divorce rate","1.7","b"
"2012","Poland","Crude divorce rate","1.7",""
"1960","Portugal","Crude divorce rate","0.1",""
"1961","Portugal","Crude divorce rate","0.1",""
"1962","Portugal","Crude divorce rate","0.1",""
"1963","Portugal","Crude divorce rate","0.1",""
"1964","Portugal","Crude divorce rate","0.1",""
"1965","Portugal","Crude divorce rate","0.1",""
"1966","Portugal","Crude divorce rate","0.1",""
"1967","Portugal","Crude divorce rate","0.1",""
"1968","Portugal","Crude divorce rate","0.1",""
"1969","Portugal","Crude divorce rate","0.1",""
"1970","Portugal","Crude divorce rate","0.1",""
"1971","Portugal","Crude divorce rate","0.1",""
"1972","Portugal","Crude divorce rate","0.1",""
"1973","Portugal","Crude divorce rate","0.1",""
"1974","Portugal","Crude divorce rate","0.1",""
"1975","Portugal","Crude divorce rate","0.2",""
"1976","Portugal","Crude divorce rate","0.5",""
"1977","Portugal","Crude divorce rate","0.8",""
"1978","Portugal","Crude divorce rate","0.7",""
"1979","Portugal","Crude divorce rate","0.6",""
"1980","Portugal","Crude divorce rate","0.6",""
"1981","Portugal","Crude divorce rate","0.7",""
"1982","Portugal","Crude divorce rate","0.7",""
"1983","Portugal","Crude divorce rate","0.8",""
"1984","Portugal","Crude divorce rate","0.7",""
"1985","Portugal","Crude divorce rate","0.9",""
"1986","Portugal","Crude divorce rate","0.8",""
"1987","Portugal","Crude divorce rate","0.9",""
"1988","Portugal","Crude divorce rate","0.9",""
"1989","Portugal","Crude divorce rate","1.0",""
"1990","Portugal","Crude divorce rate","0.9",""
"1991","Portugal","Crude divorce rate","1.1",""
"1992","Portugal","Crude divorce rate","1.2",""
"1993","Portugal","Crude divorce rate","1.2",""
"1994","Portugal","Crude divorce rate","1.4",""
"1995","Portugal","Crude divorce rate","1.2",""
"1996","Portugal","Crude divorce rate","1.3",""
"1997","Portugal","Crude divorce rate","1.4",""
"1998","Portugal","Crude divorce rate","1.5",""
"1999","Portugal","Crude divorce rate","1.7",""
"2000","Portugal","Crude divorce rate","1.9",""
"2001","Portugal","Crude divorce rate","1.8",""
"2002","Portugal","Crude divorce rate","2.7",""
"2003","Portugal","Crude divorce rate","2.2",""
"2004","Portugal","Crude divorce rate","2.2",""
"2005","Portugal","Crude divorce rate","2.2",""
"2006","Portugal","Crude divorce rate","2.3",""
"2007","Portugal","Crude divorce rate","2.4",""
"2008","Portugal","Crude divorce rate","2.5",""
"2009","Portugal","Crude divorce rate","2.5",""
"2010","Portugal","Crude divorce rate","2.6",""
"2011","Portugal","Crude divorce rate","2.5",""
"2012","Portugal","Crude divorce rate","2.4",""
"1960","Romania","Crude divorce rate","2.0",""
"1961","Romania","Crude divorce rate","1.8",""
"1962","Romania","Crude divorce rate","2.0",""
"1963","Romania","Crude divorce rate","1.9",""
"1964","Romania","Crude divorce rate","1.9",""
"1965","Romania","Crude divorce rate","1.9",""
"1966","Romania","Crude divorce rate","1.3",""
"1967","Romania","Crude divorce rate",":",""
"1968","Romania","Crude divorce rate","0.2",""
"1969","Romania","Crude divorce rate","0.3",""
"1970","Romania","Crude divorce rate","0.4",""
"1971","Romania","Crude divorce rate","0.5",""
"1972","Romania","Crude divorce rate","0.5",""
"1973","Romania","Crude divorce rate","0.7",""
"1974","Romania","Crude divorce rate","0.9",""
"1975","Romania","Crude divorce rate","1.6",""
"1976","Romania","Crude divorce rate","1.7",""
"1977","Romania","Crude divorce rate","1.2",""
"1978","Romania","Crude divorce rate","1.5",""
"1979","Romania","Crude divorce rate","1.6",""
"1980","Romania","Crude divorce rate","1.5",""
"1981","Romania","Crude divorce rate","1.5",""
"1982","Romania","Crude divorce rate","1.5",""
"1983","Romania","Crude divorce rate","1.5",""
"1984","Romania","Crude divorce rate","1.5",""
"1985","Romania","Crude divorce rate","1.4",""
"1986","Romania","Crude divorce rate","1.5",""
"1987","Romania","Crude divorce rate","1.5",""
"1988","Romania","Crude divorce rate","1.6",""
"1989","Romania","Crude divorce rate","1.6",""
"1990","Romania","Crude divorce rate","1.4",""
"1991","Romania","Crude divorce rate","1.6",""
"1992","Romania","Crude divorce rate","1.3",""
"1993","Romania","Crude divorce rate","1.4",""
"1994","Romania","Crude divorce rate","1.7",""
"1995","Romania","Crude divorce rate","1.5",""
"1996","Romania","Crude divorce rate","1.6",""
"1997","Romania","Crude divorce rate","1.5",""
"1998","Romania","Crude divorce rate","1.8",""
"1999","Romania","Crude divorce rate","1.5",""
"2000","Romania","Crude divorce rate","1.4",""
"2001","Romania","Crude divorce rate","1.4",""
"2002","Romania","Crude divorce rate","1.5",""
"2003","Romania","Crude divorce rate","1.5",""
"2004","Romania","Crude divorce rate","1.6",""
"2005","Romania","Crude divorce rate","1.6",""
"2006","Romania","Crude divorce rate","1.5",""
"2007","Romania","Crude divorce rate","1.7",""
"2008","Romania","Crude divorce rate","1.7",""
"2009","Romania","Crude divorce rate","1.6",""
"2010","Romania","Crude divorce rate","1.6",""
"2011","Romania","Crude divorce rate","1.8",""
"2012","Romania","Crude divorce rate","1.6",""
"1960","Slovenia","Crude divorce rate","1.0",""
"1961","Slovenia","Crude divorce rate","1.0",""
"1962","Slovenia","Crude divorce rate","1.0",""
"1963","Slovenia","Crude divorce rate","1.0",""
"1964","Slovenia","Crude divorce rate","1.0",""
"1965","Slovenia","Crude divorce rate","1.1",""
"1966","Slovenia","Crude divorce rate","1.1",""
"1967","Slovenia","Crude divorce rate","1.2",""
"1968","Slovenia","Crude divorce rate","1.2",""
"1969","Slovenia","Crude divorce rate","1.2",""
"1970","Slovenia","Crude divorce rate","1.1",""
"1971","Slovenia","Crude divorce rate","1.1",""
"1972","Slovenia","Crude divorce rate","1.1",""
"1973","Slovenia","Crude divorce rate","1.2",""
"1974","Slovenia","Crude divorce rate","1.2",""
"1975","Slovenia","Crude divorce rate","1.2",""
"1976","Slovenia","Crude divorce rate","1.2",""
"1977","Slovenia","Crude divorce rate","1.3",""
"1978","Slovenia","Crude divorce rate","1.4",""
"1979","Slovenia","Crude divorce rate","1.2",""
"1980","Slovenia","Crude divorce rate","1.2",""
"1981","Slovenia","Crude divorce rate","1.3",""
"1982","Slovenia","Crude divorce rate","1.3",""
"1983","Slovenia","Crude divorce rate","1.4",""
"1984","Slovenia","Crude divorce rate","1.3",""
"1985","Slovenia","Crude divorce rate","1.3",""
"1986","Slovenia","Crude divorce rate","1.2",""
"1987","Slovenia","Crude divorce rate","1.1",""
"1988","Slovenia","Crude divorce rate","1.0",""
"1989","Slovenia","Crude divorce rate","1.1",""
"1990","Slovenia","Crude divorce rate","0.9",""
"1991","Slovenia","Crude divorce rate","0.9",""
"1992","Slovenia","Crude divorce rate","1.0",""
"1993","Slovenia","Crude divorce rate","1.0",""
"1994","Slovenia","Crude divorce rate","1.0",""
"1995","Slovenia","Crude divorce rate","0.8",""
"1996","Slovenia","Crude divorce rate","1.0",""
"1997","Slovenia","Crude divorce rate","1.0",""
"1998","Slovenia","Crude divorce rate","1.0",""
"1999","Slovenia","Crude divorce rate","1.0",""
"2000","Slovenia","Crude divorce rate","1.1",""
"2001","Slovenia","Crude divorce rate","1.1",""
"2002","Slovenia","Crude divorce rate","1.2",""
"2003","Slovenia","Crude divorce rate","1.2",""
"2004","Slovenia","Crude divorce rate","1.2",""
"2005","Slovenia","Crude divorce rate","1.3",""
"2006","Slovenia","Crude divorce rate","1.2",""
"2007","Slovenia","Crude divorce rate","1.3",""
"2008","Slovenia","Crude divorce rate","1.1",""
"2009","Slovenia","Crude divorce rate","1.1",""
"2010","Slovenia","Crude divorce rate","1.2",""
"2011","Slovenia","Crude divorce rate","1.1",""
"2012","Slovenia","Crude divorce rate","1.2",""
"1960","Slovakia","Crude divorce rate","0.6",""
"1961","Slovakia","Crude divorce rate","0.6",""
